2026-02-20 11:29:39,ping,georgebrown.ca,N/A,Failed
2026-02-20 11:31:55,ping,georgebrown.ca,N/A,Failed
2026-02-20 11:32:26,ping,google.com,4,Success
2026-02-20 11:33:57,ping,georgebrown.ca,N/A,Failed
